Institución,Nombre del establecimiento,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
GOBIERNO REGIONAL,LECHEMAYO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LA MAR,ANCO,ACTIVADO,-73.51317833,-13.00877167
GOBIERNO REGIONAL,ALTO ALIANZA,CENTROS DE SALUD O CENTROS MEDICOS,TACNA,TACNA,ALTO DE LA ALIANZA,ACTIVADO,-70.2416848,-17.98823036
GOBIERNO REGIONAL,TAMBILLO,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,ITUATA,ACTIVADO,-70.21440333,-13.87814
GOBIERNO REGIONAL,CARUMAS,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,ACORA,ACTIVADO,-69.91777,-16.28886833
GOBIERNO REGIONAL,SAN RAFAEL,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,NAPO,ACTIVADO,-74.11151048,-2.3637788
GOBIERNO REGIONAL,BARBASCO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,QUEROCOTILLO,ACTIVADO,-79.13058157,-6.23958515
GOBIERNO REGIONAL,SAUCEPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,ACTIVADO,-78.916056,-6.69143542
GOBIERNO REGIONAL,LA VIÑA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SANTA CRUZ,ACTIVADO,-78.80488,-6.132155
GOBIERNO REGIONAL,SIMON BOLIVAR,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CAJAMARCA,CAJAMARCA,CAJAMARCA,ACTIVADO,-78.513181,-7.155349
GOBIERNO REGIONAL,CABECERA MALINOSKI,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,TAMBOPATA,INAMBARI,ACTIVADO,-70.25136718,-13.1060161
ESSALUD,CENTRO DE ATENCION PRIMARIA II SAN IGNACIO,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ACTIVADO,-79.0011236,-5.1462696
GOBIERNO REGIONAL,PEDREGAL,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CHANCHAMAYO,SAN RAMON,ACTIVADO,-75.38524454,-11.1354681
GOBIERNO REGIONAL,PACAYHUA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,HUANUCO,MARGOS,ACTIVADO,-76.52776,-9.98984667
PRIVADO,CONSULTORIO ODONTOLOGICO GASPAR PARDO,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,CALLAO,CALLAO,LA PERLA,ACTIVADO,-75.87348,-12.34389
PRIVADO,CONSULTORIO ODONTOLOGICO,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,CALLAO,CALLAO,LA PERLA,ACTIVADO,-71.30888,-14.53454
GOBIERNO REGIONAL,PUESTO DE SALUD EL CURAL,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,CERRO COLORADO,ACTIVADO,-71.60821088,-16.40754325
GOBIERNO REGIONAL,PUESTO DE SALUD LUCMA,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,MARISCAL LUZURIAGA,LUCMA,ACTIVADO,-77.4128389,-8.91551321
GOBIERNO REGIONAL,CANAL,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LA MAR,SAMUGARI,ACTIVADO,-73.68509,-12.76337
GOBIERNO REGIONAL,CCACCASIRI,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,ACORIA,ACTIVADO,-74.90325694,-12.60972336
GOBIERNO REGIONAL,INCHATINGARI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,CHANCHAMAYO,PERENE,ACTIVADO,-74.989035,-10.831885
GOBIERNO REGIONAL,SENGACHE,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ACTIVADO,-77.80881486,-6.09743575
GOBIERNO REGIONAL,HUARA HUARA,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,QUISPICANCHI,CCATCA,ACTIVADO,-71.65428664,-13.59120593
GOBIERNO REGIONAL,PALO SOLO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,COCHABAMBA,ACTIVADO,-78.86521,-6.45555
GOBIERNO REGIONAL,LA SACILIA,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,ACTIVADO,-78.697265,-6.001959
GOBIERNO REGIONAL,SAN JUAN DE CACAZU,CENTROS DE SALUD O CENTROS MEDICOS,PASCO,OXAPAMPA,VILLA RICA,ACTIVADO,-75.11535649,-10.65664103
GOBIERNO REGIONAL,PUESTO DE SALUD SHOREY CHICO,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,ACTIVADO,-78.33521167,-8.01611667
GOBIERNO REGIONAL,SANTA ELENA DE IMAZA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,ACTIVADO,-71.41136667,-3.881975
GOBIERNO REGIONAL,PUCALLPA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,HUIMBAYOC,ACTIVADO,-75.84493333,-6.45271167
GOBIERNO REGIONAL,SAN FRANCISCO PAMPAYACU,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,YURIMAGUAS,ACTIVADO,-76.32845,-6.04066
GOBIERNO REGIONAL,LLAUTA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,LLAUTA,ACTIVADO,-74.920715,-14.243735
GOBIERNO REGIONAL,TINCOPALCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,CABANILLAS,ACTIVADO,-70.75359439,-15.85941735
GOBIERNO REGIONAL,CASCABAMBA,CENTROS DE SALUD O CENTROS MEDICOS,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,ACTIVADO,-73.58925131,-13.70142627
GOBIERNO REGIONAL,HUICUNGO,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,MARISCAL CACERES,HUICUNGO,ACTIVADO,-76.77513284,-7.31638213
GOBIERNO REGIONAL,PROGRESO BAJO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,TAMBO GRANDE,ACTIVADO,-80.51464686,-4.95787279
PRIVADO,JULCA HARO MERCEDES JANNET,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,LIMA,HUAURA,HUACHO,ACTIVADO,-76.6289,-11.49269
GOBIERNO REGIONAL,ALCAS,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,AMBO,SAN RAFAEL,ACTIVADO,-76.10897598,-10.32837409
GOBIERNO REGIONAL,6 DE OCTUBRE,CENTROS DE SALUD O CENTROS MEDICOS,LORETO,MAYNAS,BELEN,ACTIVADO,-73.24459961,-3.76457022
MINSA,AMAKELLA,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN MARTIN DE PORRES,ACTIVADO,-77.0785731,-12.0179051
MINSA,PIEDRA LIZA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,RIMAC,ACTIVADO,-77.0129107,-12.0325307
ESSALUD,CENTRO DE ATENCION PRIMARIA III - HUAYCAN - RED ASISTENCIAL ALMENARA,POLICLINICOS,LIMA,LIMA,ATE,ACTIVADO,-76.8299031,-12.009876
GOBIERNO REGIONAL,CHILCA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,JUNIN,HUANCAYO,CHILCA,ACTIVADO,-75.20297417,-12.0906394
GOBIERNO REGIONAL,CASHNAHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,EL DORADO,SAN MARTIN,ACTIVADO,-76.8623366,-6.44007598
GOBIERNO REGIONAL,CONDURIRI,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,EL COLLAO,CONDURIRI,ACTIVADO,-69.70634333,-16.62270167
GOBIERNO REGIONAL,"HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""",HOSPITALES O CLINICAS DE ATENCION GENERAL,LORETO,MAYNAS,IQUITOS,ACTIVADO,-73.253653,-3.762818
GOBIERNO REGIONAL,CHETO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,CHETO,ACTIVADO,-77.70094348,-6.25583338
GOBIERNO REGIONAL,HUASQUICHA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JAUJA,PANCAN,ACTIVADO,-75.48541066,-11.75491088
ESSALUD,CENTRO MEDICO LEONCIO PRADO - AMBO,CENTROS DE SALUD O CENTROS MEDICOS,HUANUCO,AMBO,AMBO,ACTIVADO,-76.20438442,-10.12805014
GOBIERNO REGIONAL,LLACANORA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,LLACANORA,ACTIVADO,-78.42567616,-7.19224192
GOBIERNO REGIONAL,MAZARAY,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,CALLERIA,ACTIVADO,-74.24034814,-8.43305529
GOBIERNO REGIONAL,HUAYNACANCHA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANTA,UCHURACCAY,ACTIVADO,-74.14695235,-12.7590439
GOBIERNO REGIONAL,OCCORURO,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ABANCAY,CURAHUASI,ACTIVADO,-72.75158024,-13.53948249
GOBIERNO REGIONAL,VICTOR RAUL HAYA DE LA TORRE,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,HUANCHACO,ACTIVADO,-79.07453263,-8.06505886
GOBIERNO REGIONAL,MALA,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,CAÑETE,MALA,ACTIVADO,-76.63119615,-12.66358708
GOBIERNO REGIONAL,DIGNIDAD NACIONAL,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,CAÑETE,MALA,ACTIVADO,-76.62704811,-12.65189317
GOBIERNO REGIONAL,USICAYOS,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,CARABAYA,USICAYOS,ACTIVADO,-69.96826246,-14.1267113
GOBIERNO REGIONAL,JACHAPARU,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,MOHO,ACTIVADO,-69.62591,-15.33473
GOBIERNO REGIONAL,AYAPATA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,CARABAYA,AYAPATA,ACTIVADO,-70.32423333,-13.77763
GOBIERNO REGIONAL,PAMPA ELERA BAJA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,PIURA,LAS LOMAS,ACTIVADO,-80.14741929,-4.69757014
PRIVADO,SIMEDIC DIAGNOSTICA - EL ALTO,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,PIURA,TALARA,EL ALTO,ACTIVADO,-81.21979034,-4.26270572
MINSA,CENTRO DE SALUD PACHACAMAC,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,PACHACAMAC,ACTIVADO,-76.8581836,-12.2282504
GOBIERNO REGIONAL,ULLUSCA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JAUJA,PARCO,ACTIVADO,-75.50801448,-11.8193837
ESSALUD,MODULO BASICO DE REHABILITACION,"MEDICINA FISICA,REHABILITACION",LAMBAYEQUE,CHICLAYO,CHICLAYO,ACTIVADO,-79.8339186,-6.7707329
GOBIERNO REGIONAL,NUEVO IMPERIAL,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,CAÑETE,NUEVO IMPERIAL,ACTIVADO,-76.31764407,-13.07762479
GOBIERNO REGIONAL,CARABAMBA,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,JULCAN,CARABAMBA,ACTIVADO,-78.60767283,-8.11401265
GOBIERNO REGIONAL,SANTA ADRIANA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,SAN ROMAN,JULIACA,ACTIVADO,-70.15438435,-15.48412238
GOBIERNO REGIONAL,PUESTO DE SALUD RAJAN,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,ACTIVADO,-77.22067667,-10.38680167
GOBIERNO REGIONAL,PUESTO DE SALUD OCROS,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,OCROS,OCROS,ACTIVADO,-77.39904499,-10.40471684
GOBIERNO REGIONAL,CONDORHUASI,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,PIMPINGOS,ACTIVADO,-78.78059167,-6.09601
SANIDAD DE LA POLICIA NACIONAL DEL PERU,REGION DE SALUD PNP CAJAMARCA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CAJAMARCA,CAJAMARCA,CAJAMARCA,ACTIVADO,-78.51540667,-7.15044333
GOBIERNO REGIONAL,LLINQUI,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,AYMARAES,TORAYA,ACTIVADO,-73.30008333,-14.00445833
GOBIERNO REGIONAL,CHIARA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,CHIARA,ACTIVADO,-74.20468945,-13.27136971
GOBIERNO REGIONAL,HUAGAL,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,ACTIVADO,-78.02057603,-7.30187383
GOBIERNO REGIONAL,JIBITO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,SULLANA,MIGUEL CHECA,ACTIVADO,-80.74733733,-4.90507602
GOBIERNO REGIONAL,SAN JUAN DE MIRAFLORES,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LORETO,MAYNAS,SAN JUAN BAUTISTA,ACTIVADO,-73.28655,-3.77442
GOBIERNO REGIONAL,P.S TALLAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,ACTIVADO,-79.49270788,-5.37547371
GOBIERNO REGIONAL,SAN LORENZO - NUCLEO BASE,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LORETO,DATEM DEL MARAÑON,BARRANCA,ACTIVADO,-76.56119833,-4.82733167
GOBIERNO REGIONAL,LLAGUEN,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,OTUZCO,SINSICAP,ACTIVADO,-78.74015319,-7.72562307
GOBIERNO REGIONAL,TOTORAPALLCA,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CHUMBIVILCAS,LLUSCO,ACTIVADO,-72.17227167,-14.40261333
GOBIERNO REGIONAL,CHANGAY,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SOCOTA,ACTIVADO,-78.63262268,-6.21081643
GOBIERNO REGIONAL,LAS CIDRAS,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN IGNACIO,LA COIPA,ACTIVADO,-78.99558984,-5.4137207
PRIVADO,CONSULTORIO ODONTOLOGICO SANTA CLARA DE ASIS,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,CALLAO,CALLAO,BELLAVISTA,ACTIVADO,-74.41799,-8.45072
GOBIERNO REGIONAL,VICTOR RAUL HAYA DE LA TORRE,CENTROS DE SALUD O CENTROS MEDICOS,LA LIBERTAD,VIRU,VIRU,ACTIVADO,-78.82292712,-8.40547544
ESSALUD,CENTRO MEDICO EL ALTO,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,TALARA,EL ALTO,ACTIVADO,-81.2195057,-4.2678531
GOBIERNO REGIONAL,HUAMBO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,ACTIVADO,-74.19295357,-13.67994525
GOBIERNO REGIONAL,SAASA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,ACTIVADO,-78.00247192,-4.43959553
GOBIERNO REGIONAL,SAN PEDRO DE LA CAPILLA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,ACTIVADO,-78.82301974,-6.27893699
GOBIERNO REGIONAL,ARMAYARI,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,PAJARILLO,ACTIVADO,-76.70383889,-7.2936426
GOBIERNO REGIONAL,OCAÑA,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,LUCANAS,OCAÑA,ACTIVADO,-74.82149167,-14.39768
GOBIERNO REGIONAL,PERCAPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,ANGARAES,LIRCAY,ACTIVADO,-74.74253906,-13.03568945
GOBIERNO REGIONAL,SIMPE,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,CHINCHEROS,HUACCANA,ACTIVADO,-73.7578,-13.29751167
GOBIERNO REGIONAL,EL ESTRECHO,CENTROS DE SALUD O CENTROS MEDICOS,LORETO,PUTUMAYO,PUTUMAYO,ACTIVADO,-72.67166532,-2.44966707
GOBIERNO REGIONAL,SANTA ANA DE MUYUY,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,FERNANDO LORES,ACTIVADO,-73.2136,-3.92383
MINSA,ESPECIALIZADO DE SALUD MENTAL HONORIO DELGADO-HIDEYO NOGUCHI,INSTITUTOS DE SALUD ESPECIALIZADOS,LIMA,LIMA,SAN MARTIN DE PORRES,ACTIVADO,-77.0554348,-12.0199185
GOBIERNO REGIONAL,MOLLEPATA,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,ACTIVADO,-77.95727667,-8.19410167
ESSALUD,MARIA REICHE NEUMAN,POLICLINICOS,ICA,NAZCA,MARCONA,ACTIVADO,-75.1677176,-15.3594696
GOBIERNO REGIONAL,PORCON ALTO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,CAJAMARCA,ACTIVADO,-78.584113,-7.082298
GOBIERNO REGIONAL,EL VERDE,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,CHALAMARCA,ACTIVADO,-78.51893542,-6.51509406
GOBIERNO REGIONAL,MORCOLLA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,SUCRE,MORCOLLA,ACTIVADO,-73.873595,-14.11187667
GOBIERNO REGIONAL,URPAY,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,QUISPICANCHI,HUARO,ACTIVADO,-71.66251181,-13.71021734
ESSALUD,POLICLINICO PABLO BERMUDEZ,POLICLINICOS,LIMA,LIMA,JESUS MARIA,ACTIVADO,-77.0383011,-12.0726176
GOBIERNO REGIONAL,CHONTAPACCHA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,CAJAMARCA,ACTIVADO,-78.524676,-7.150094
GOBIERNO REGIONAL,MORROYACU,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,ACTIVADO,-77.0198989,-5.83055841
GOBIERNO REGIONAL,CENTRO DE SALUD CORONGO,CENTROS DE SALUD O CENTROS MEDICOS,ANCASH,CORONGO,CORONGO,ACTIVADO,-77.89627667,-8.572825
GOBIERNO REGIONAL,COCHABAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,DOS DE MAYO,RIPAN,ACTIVADO,-76.81493333,-9.80216
GOBIERNO REGIONAL,SAN ANTONIO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,ACTIVADO,-79.13171094,-5.52016992
GOBIERNO REGIONAL,LOS ANGELES,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,HUANCARAMA,ACTIVADO,-73.03217167,-13.68338167
GOBIERNO REGIONAL,REFORMA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,LORETO,URARINAS,ACTIVADO,-75.67237,-4.65436
GOBIERNO REGIONAL,YOMBLON DE PISUQUIA,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,PISUQUIA,ACTIVADO,-78.086201,-6.537164
GOBIERNO REGIONAL,JUNCAL,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,SAN ANTONIO,ACTIVADO,-70.34480167,-16.13955
GOBIERNO REGIONAL,MENOCUCHO,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,LAREDO,ACTIVADO,-78.83859288,-8.02352218
GOBIERNO REGIONAL,AUCAYACU,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,ACTIVADO,-76.11270667,-8.92976333
GOBIERNO REGIONAL,SANTA ISABEL,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,ALTO AMAZONAS,YURIMAGUAS,ACTIVADO,-76.12572074,-5.76368935
GOBIERNO REGIONAL,PACAY,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,ACTIVADO,-78.75649,-4.98198
GOBIERNO REGIONAL,ROSARIO DE ASIA,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,CAÑETE,ASIA,ACTIVADO,-76.56716627,-12.79956856
GOBIERNO REGIONAL,SEXESHITA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,ACTIVADO,-78.62721,-6.26721
GOBIERNO REGIONAL,EL PATIÑO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN PABLO,SAN PABLO,ACTIVADO,-78.85035,-7.07785
GOBIERNO REGIONAL,ALTO TAMBILLO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ACTIVADO,-78.96157,-5.17553
GOBIERNO REGIONAL,PERLA DEL MAYO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,RIOJA,PARDO MIGUEL,ACTIVADO,-77.62856671,-5.6391539
GOBIERNO REGIONAL,SAN JUAN DE CULA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,ACTIVADO,-73.66629916,-13.79287351
GOBIERNO REGIONAL,SAN JUAN DE SALINAS,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,AZANGARO,SAN JUAN DE SALINAS,ACTIVADO,-70.10461216,-14.99054693
GOBIERNO REGIONAL,SACHA PAPA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,DATEM DEL MARAÑON,MANSERICHE,ACTIVADO,-77.57221333,-4.76698667
GOBIERNO REGIONAL,TONDOPA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,PAIMAS,ACTIVADO,-79.85439219,-4.70277562
ESSALUD,ESSALUD - RED ASISTENCIAL SABOGAL - CAP II LUIS NEGREIROS VEGA,POLICLINICOS,CALLAO,CALLAO,CALLAO,ACTIVADO,-77.097146,-12.0150475
GOBIERNO REGIONAL,VILCAMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,LAMPA,OCUVIRI,ACTIVADO,-70.776425,-15.16514667
GOBIERNO REGIONAL,TAMBILLO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SANTO TOMAS,ACTIVADO,-78.70497771,-6.17869503
GOBIERNO REGIONAL,LLAMAHUILLCA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,QUINUA,ACTIVADO,-74.16858016,-13.05389879
GOBIERNO REGIONAL,RIO SECO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MARCOS,GREGORIO PITA,ACTIVADO,-78.21109974,-7.23777222
GOBIERNO REGIONAL,PILCUYO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,EL COLLAO,PILCUYO,ACTIVADO,-69.551395,-16.11271
GOBIERNO REGIONAL,COLLANA JULIACA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,SAN ROMAN,JULIACA,ACTIVADO,-70.15193053,-15.54870249
GOBIERNO REGIONAL,DOS DE MAYO DE FERNANDO LORES,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,FERNANDO LORES,ACTIVADO,-73.26142,-3.92339
GOBIERNO REGIONAL,NUEVO SEASME,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,ACTIVADO,-77.80792734,-4.68760656
MINSA,SAN COSME,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,LA VICTORIA,ACTIVADO,-77.0067738,-12.0619424
GOBIERNO REGIONAL,OYOTUN,CENTROS DE SALUD O CENTROS MEDICOS,LAMBAYEQUE,CHICLAYO,OYOTUN,ACTIVADO,-79.30032517,-6.84628516
GOBIERNO REGIONAL,CURASCO,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,GRAU,CURASCO,ACTIVADO,-72.56900317,-14.06269253
GOBIERNO REGIONAL,CAMPO VERDE,CENTROS DE SALUD O CENTROS MEDICOS,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,ACTIVADO,-74.80601039,-8.47209435
GOBIERNO REGIONAL,UTUCURO,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,IPARIA,ACTIVADO,-74.36304156,-9.25446841
GOBIERNO REGIONAL,PROVIDENCIA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,EL COLLAO,SANTA ROSA,ACTIVADO,-69.57124167,-16.70665667
GOBIERNO REGIONAL,IGNACIO ESCUDERO,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,SULLANA,IGNACIO ESCUDERO,ACTIVADO,-80.87433155,-4.84724301
MINSA,CHACRA COLORADA,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,BREÑA,ACTIVADO,-77.0481128,-12.0539039
GOBIERNO REGIONAL,SAN JACINTO DE ESPITE,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,ACTIVADO,-74.61324432,-13.58627653
GOBIERNO REGIONAL,LA COLPA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,CHALAMARCA,ACTIVADO,-78.45904868,-6.54954985
GOBIERNO REGIONAL,SAN PABLO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,CAJAMARCA,SAN PABLO,SAN PABLO,ACTIVADO,-78.82340393,-7.11497989
GOBIERNO REGIONAL,CENTRO AMERICA,CENTROS DE SALUD O CENTROS MEDICOS,UCAYALI,CORONEL PORTILLO,YARINACOCHA,ACTIVADO,-74.58666831,-8.36909693
GOBIERNO REGIONAL,LA UNION,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,ACTIVADO,-77.32372229,-5.90572083
GOBIERNO REGIONAL,MARISCAL CASTILLA DE PADRE MARQUEZ,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,UCAYALI,PADRE MARQUEZ,ACTIVADO,-74.7861425,-7.99912338
